review,rating,author,date,url
"Myntra service day by day getting worst. Delivery service is very bad even after charging bogus platform fee. Its so ridiculous, this company eating commission from seller and customer as well by charging platform fee. This issue should be raised in appropriate platforms. Review date 21.08.2026.......... Mytra's service is terrible again. Orders are getting canceled without permission.",1.0,A Google user,2026-08-21 19:55:31,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=6bf6ab8b-9fcf-478b-b8e3-97f38413d1c3
great app...wow,5.0,A Google user,2026-08-21 19:50:18,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=3049a672-9b1c-4aad-a4bf-468e1d53eae2
My experience says any product bought from Myntra has unique quality regardless of its price.,5.0,A Google user,2026-08-21 19:30:49,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=50a48919-a74b-449b-8877-ad14fb32e7e5
Amazing face powder . after using this product face looking glory and shiny.Thanks a lot myntra for this product.,5.0,A Google user,2026-08-21 19:29:45,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4b6fe48f-0521-4954-80ed-dbf138399926
great app,5.0,A Google user,2026-08-21 19:27:18,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c2189d80-aec7-4f1a-b4d6-3f75c81a1ecd
it's a very good app for online shopping. you can trust on this. overall satisfied.,5.0,A Google user,2026-08-21 19:16:43,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=97ac75c9-a381-4ebe-93df-b248bbc53952
always orders are delayed... very bad delivery service...,1.0,A Google user,2026-08-21 19:09:03,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4e123ff7-11fb-401c-a7c3-73a7a78a9ee1
good experience,5.0,A Google user,2026-08-21 19:08:30,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e5118fa7-1bd8-4ee8-95bd-ae42e7def318
worst delivery service and worst costumer service. totally fraud.,1.0,A Google user,2026-08-21 18:59:40,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1b685e47-1fc4-4211-9a38-fe6d176bd318
best shopping app,5.0,A Google user,2026-08-21 18:56:46,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=83c4d93c-d8ec-4d08-8e21-abe6ee2424cb
very good products,5.0,A Google user,2026-08-21 18:52:26,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=967b5586-f063-4fa2-acda-6989a8f74661
worst delivery service and worst costumer service.If you cancel the items you will get refund. Total fraud .,1.0,A Google user,2026-08-21 18:51:16,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e6fbcdc7-2d78-4f86-96bc-0605f5b7370d
this is best in other shopping app,5.0,A Google user,2026-08-21 18:49:10,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=40ce7dd8-1cdd-4471-a134-14d1604f5ed2
very good shopping app,4.0,A Google user,2026-08-21 18:45:16,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=66f14137-e7a0-46c3-b093-533495fe3b5d
I ordered few items from Myntra but I am extremely happy with the products that I bought. i ordered it and got delivered on time Good products.. Amazing quality,5.0,A Google user,2026-08-21 18:39:24,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=9881993d-15d4-424d-a033-f5d54e9df144
Nice Product Highly Recommend.,5.0,A Google user,2026-08-21 18:38:57,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7c5f2469-aac5-49d5-a019-0f514287c6bb
veryyy bad service. They don't provide the tracking option and they are always unable to reach us. I ordered something and after I don't recive my order I wanted to contact agent but there are no option of typing also. and I try to reach the agent because I want my order at the scheduled date but they don't solve the problem.,1.0,A Google user,2026-08-21 18:34:45,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c4d90919-99fb-4c65-8f56-fa3c3f42c879
just wow! quality products myntra provides must go for it and don't hesitate to believe...you must believe on it blindly,5.0,A Google user,2026-08-21 18:27:43,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d621ffae-b139-4a32-aa77-c90437449e97
best shopping app,5.0,A Google user,2026-08-21 18:23:27,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=db0225fa-d379-4e29-a70d-d24a59f19be6
1. delayed delivery three times in a week 2. customer care never have solution 3. they always keep customer on hold in the name of transferring call to seniors 4.seniors are never available to talk 5. they never have solution take money and delayed order.. 6. no etiquettes of customer care 7. poorand Third class service,1.0,A Google user,2026-08-21 18:17:35,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=01257c24-b7c0-40e1-9c17-ea79219aa49e
good experience,5.0,A Google user,2026-08-21 18:16:38,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d174f31a-1f80-417f-8737-e3aad0ab9517
all over good experience and good quality of clothes,5.0,A Google user,2026-08-21 18:15:50,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=2d515570-c9c9-4fa8-b116-d3be9f9ac13e
Myntra provides Very Bad Service,1.0,A Google user,2026-08-21 18:14:39,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=66c25a78-354a-4f2b-be86-3758b98a4e45
best shopping app ever I used,5.0,A Google user,2026-08-21 18:10:24,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=29988d48-9ad2-4922-ac8e-50f025d1b092
"very professional, best quality products , fast delivery thanks myntra for best services",5.0,A Google user,2026-08-21 18:04:35,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c0481a8b-20af-44c6-9ea7-83cc640798e1
worst customer care experience,1.0,A Google user,2026-08-21 18:04:09,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4a99da7e-b756-49e3-9481-96e133dd9292
it's really a amezing app go for it guys,5.0,A Google user,2026-08-21 17:54:55,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e70471a7-1e32-40af-ad39-d1efaf05edfd
good and genuine app,5.0,A Google user,2026-08-21 17:53:18,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=84089c4c-a833-40f3-886d-33715a3f6f62
super quality clothes..,5.0,A Google user,2026-08-21 17:51:49,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=96b61160-8c65-4312-b1ca-6194b0b595e3
nyc app easy to handle and every product is genuine and branded cloth,5.0,A Google user,2026-08-21 17:50:06,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d7af4521-b0c5-45db-ad7a-a97feaebc84b
"This is a really great online shopping app. The quality of the clothes is superb, and you can find stylish clothing at very affordable prices. I would definitely give it a 5 out of 5 rating. Highly recommended!",5.0,A Google user,2026-08-21 17:47:48,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=574dd1cb-724f-4820-b6c3-8f4e8bef0fe6
v.good.always satisfied,5.0,A Google user,2026-08-21 17:47:37,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=fd452ac1-8701-4c9e-850f-d3725776488f
nice and good app,5.0,A Google user,2026-08-21 17:37:02,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f2c08618-b3d8-49a5-9576-aab23eff75bb
one of the best online store apps,4.0,A Google user,2026-08-21 17:33:51,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=2ee1e81d-c0e8-40ab-b148-e6208f8a2a8e
best online shopping app,5.0,A Google user,2026-08-21 17:26:16,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=14ae8300-0d9a-4f34-a7e0-ea5992a2376d
The experience about this app is very good and reliable.Myntra offers a fast delivery service to get the product you ordered to you.,5.0,A Google user,2026-08-21 17:19:18,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8ba6cff9-a0de-45d5-919d-b1c18d9ee863
im order from this platform myntra mochi Shoes i have received old used pair return pickup not still myntra chitting openly with when customer care sarvice call there tomorrow morning fixing evening 14 day's playing with customers fored doing with customers please don't know what happened but very poor quality staff chatting with customers please don't buy in this application myntra,1.0,A Google user,2026-08-21 17:15:22,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=91b6705a-4fb2-4178-8e7b-6515987515d5
amazing app those the exact app iam searching,5.0,A Google user,2026-08-21 17:13:33,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a0753e97-88cb-46af-b587-1fe06b949e18
Good app....,5.0,A Google user,2026-08-21 17:12:06,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=2a6bf206-c109-4322-bffd-25e892385b5d
order quality is better and order is delivered faster than other platforms,5.0,A Google user,2026-08-21 17:09:17,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=05de7695-a313-4b64-adcc-4b97d329e2a4
Best app for shopping,5.0,A Google user,2026-08-21 17:07:03,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7acaa9ff-64ce-4770-a8ed-15e5106e058c
such an affordable prices,5.0,A Google user,2026-08-21 17:02:19,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=6cb07e78-5999-493b-b00a-ee280ba64c09
it's a good app for any product,5.0,A Google user,2026-08-21 16:59:04,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=3454c583-b808-4def-8494-9fb08827e1b7
worst experience....fraud delivery agent .... boycott myntra.,1.0,A Google user,2026-08-21 16:55:41,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=af8f5336-0334-4f5b-9b38-27f137a81760
so myntra has replaced customer support team to an AI. Myntra are you scamming now? I haven't got refund when I checked my yono bank statement. you have refunded only for one product and you haven't for another item. it's not an human error its an AI error,1.0,A Google user,2026-08-21 16:54:28,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7d411be1-2f53-47b7-8157-ef2bc626f9cb
good product,5.0,A Google user,2026-08-21 16:52:56,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8bc398fb-61f4-4ce9-9a87-7f466b773ef1
awesome and branded products is hair,5.0,A Google user,2026-08-21 16:51:48,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a96e2202-6240-432d-9d61-1c8d55d38776
return exchange krne me inlogo ne itna presan kr diya mujhe ky bolu coustomer care se bt kro fir bhi koi solution nhi,1.0,A Google user,2026-08-21 16:44:46,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=51dfb19c-83a5-465a-8c78-8fd8754081ae
"Not a trust worthy platform. Pictures of the product used are always deceiver, they look rich and opulent but delivered products are cheap, despicable and low standard. If somebody is very obsessed with this platform be careful and buy only genuine branded items.",1.0,A Google user,2026-08-21 16:40:48,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=56b9f89a-740b-4c3e-907b-6dc390ea3305
"I am extremely disappointed with my recent shopping experience on Myntra. The product I received was of poor quality and appeared to be a used product rather than a new one. The most concerning issue was that the original brand tag was missing from the product at the time of delivery. The missing brand tag has now become a major hindrance in returning the product. My experience with Myntra customer care was very disappointing. Overall, this experience has seriously affected my trust in Myntra.",1.0,A Google user,2026-08-21 16:36:21,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=38d96a80-71fd-4101-a798-6220fa01657b
"Really happy with this purchase. The product quality is good, the fit is comfortable, and it looks exactly like the pictures. Myntra is also a great and reliable platform with a smooth shopping experience. The product is worth the price. Definitely recommended",5.0,A Google user,2026-08-21 16:35:27,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=3d01e7d6-1e14-427a-8a11-38c4092b447a
Recd the product in good condition. Packaging was perfect. Loved the rakhi..it is same as shown in the image. Thanks.,5.0,A Google user,2026-08-21 16:33:56,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c699b0b2-0f19-469f-b79d-4ea5db2f7c7b
soft and awesome product at a reasonable price.,5.0,A Google user,2026-08-21 16:27:42,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=651bf0bc-cca4-4f2d-83f4-71e96b79c7de
best online purchase experience,5.0,A Google user,2026-08-21 16:25:21,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1d58545f-9da3-4580-bf39-54336706a632
I purchased apple airpods which was upto the mark,5.0,A Google user,2026-08-21 16:20:26,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f17c4bad-0c97-4835-9e92-c2fa6d292a13
customer service worst don't respond in good manner,1.0,A Google user,2026-08-21 16:14:59,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e8c2c597-6729-4afe-8be8-2dd50d2fec42
worst aap customer support are not helpful,1.0,A Google user,2026-08-21 16:14:14,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c37cbb4f-7f96-4675-9b36-4d422536bbac
i ordered first time by default I choose cash on delivery but I want to pay online then the coupon not allowed,1.0,A Google user,2026-08-21 16:13:30,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4a308336-ed05-4553-b08a-2beb0cf169ec
valuable price and branded products are here.. please go for it,5.0,A Google user,2026-08-21 16:13:25,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=46685727-8e81-47af-b67e-25c628512f88
bad experience I orderd a smart watch but delevery agent not arrived and he told in WhatsApp I did not pick the call,1.0,A Google user,2026-08-21 16:07:33,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=582a45df-adec-4cb1-8fb9-648016fe11d7
very good app for having good quality of clothes,5.0,A Google user,2026-08-21 16:04:54,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a1b1c8ad-aff3-4485-8280-cc9fb5060fbf
easy to use and quality of product is too good,5.0,A Google user,2026-08-21 16:02:39,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=baaa206d-03a9-446f-8595-bf1555b8ac1c
Good portion,5.0,A Google user,2026-08-21 15:49:25,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=156c1918-5b38-4ab7-b229-dd3a56c2e4af
really nice app for me ty Myntra,5.0,A Google user,2026-08-21 15:41:42,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7d13eace-9f90-496a-a4d5-a87c9bdf11bc
one of the best things that I was fond of Myntra is its style exchange amazing experience hurhee,5.0,A Google user,2026-08-21 15:40:27,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=903488ee-1bc4-48bc-b0a9-df923d229b4f
Thank You,4.0,A Google user,2026-08-21 15:35:43,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5178f00a-8ae3-48a9-b9e8-58a42e469aa1
produced order kiya hai only,3.0,A Google user,2026-08-21 15:31:55,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=35ee784f-cd47-4ec3-8b9f-f32e28dc881c
"one of the worst app , most of the products they delivers are wrong product",1.0,A Google user,2026-08-21 15:31:01,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ad29e90e-9a75-42ff-8e7d-fccb24e6035a
"exploring wishlist, wishlisted , bookmark",4.0,A Google user,2026-08-21 15:23:37,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d540e989-045a-409e-8f8e-3e2559b4fa6c
excellent service good price good product,5.0,A Google user,2026-08-21 15:22:36,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=38e6b311-2e33-43cc-8b53-88edd1b20a16
"very good app , I loved it very much",5.0,A Google user,2026-08-21 15:19:04,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=5332d3ac-978e-4b77-ad6e-c16b4933c61e
first time purchase I can't use coupon they didn't give good response,1.0,A Google user,2026-08-21 15:18:56,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=75cf92f5-40e7-47a6-8695-4751ea585f5b
good product फ़ास्ट डिलीवरी,5.0,A Google user,2026-08-21 15:13:49,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=2ea6df5b-97ae-4f25-9764-66ef9efe55db
best shopping app,5.0,A Google user,2026-08-21 15:07:33,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b6d62e15-b7eb-439d-bdc4-39cb07d7b44c
very good app,5.0,A Google user,2026-08-21 15:03:46,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=7889c581-e014-4c05-b4d6-9f620f17c870
it was good shopping at myntra online. quality of the products and cloths are great..!!,5.0,A Google user,2026-08-21 15:01:30,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=4ef82034-e459-40ee-b1e4-4c4692da2e8c
UI and the layout of this application is super user friendly,4.0,A Google user,2026-08-21 14:58:21,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=18c7d34a-5594-4802-a43a-630ce1ffcc12
The worst delivery experience... The worst customer care service..... I ordered one eight shoes and received damaged product and they are saying that the only way around is return and there is no exchange or compensation.... Such worst experience.... Shameful,1.0,A Google user,2026-08-21 14:48:32,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e92db1c4-24c0-4014-9988-d5d250d55210
too good for shopping,5.0,A Google user,2026-08-21 14:41:13,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=77cb4f4e-db3a-4942-9e7a-154677297742
it's good app for online shopping and the delivery time also short to other shopping apps,4.0,A Google user,2026-08-21 14:30:30,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=b573b225-4fce-4bd7-b34c-0b6031241e37
worst app it uses to be good then but no more ..they do not deliver item if price of that item has been increased before your order gets delivered,1.0,A Google user,2026-08-21 14:30:04,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d5114ca6-11b5-4da8-992a-04ce658234be
This product is good,5.0,A Google user,2026-08-21 14:29:03,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e99ef6f6-f728-466e-bbe1-254f7581fcdb
my myntra experience is superb,5.0,A Google user,2026-08-21 14:28:39,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e53ee084-38ae-4342-a56d-1ca722aa9dcf
best and useful,4.0,A Google user,2026-08-21 14:28:33,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=0ea09616-214a-410c-a661-8158df296658
its too good,5.0,A Google user,2026-08-21 14:28:29,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=218e6400-5604-4bd9-b484-d02bee340e9b
it's unbelievably unreliable now.... worst experience now a days,1.0,A Google user,2026-08-21 14:24:54,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=08cfdb8e-654c-43ac-a849-5601f1c046fb
best shopping platform for every occasion.,5.0,A Google user,2026-08-21 14:08:18,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ac5bc034-e516-4b71-ac8c-aebbb577ab61
Just Wow,5.0,A Google user,2026-08-21 14:04:22,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=545f9f12-5155-4bf5-a8f8-8a806736ec77
i have very bad experience on this app,1.0,A Google user,2026-08-21 14:03:13,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=22913ed7-ddec-4f04-ade2-4123abe06942
nothing to say all is well.,5.0,A Google user,2026-08-21 14:01:34,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1b023044-a7b6-4172-9d68-0cb41e07139b
in so thankfull,5.0,A Google user,2026-08-21 13:52:57,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1ca8d3ce-fb4b-4f9d-a46d-125dfe3a347f
good app,4.0,A Google user,2026-08-21 13:47:09,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=292ba04f-414c-4cd7-b1eb-77640f3a6689
very nice good quality product I love it thanks mytra,5.0,A Google user,2026-08-21 13:44:13,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=cbace21d-1e0c-4d8e-885a-8492886766d7
good Experience,5.0,A Google user,2026-08-21 13:42:24,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=07080662-8ec7-4ebc-afeb-6608966cf965
"Worst app, worst experience. Please don't trust Myntra, they can't do their job properly. I had to do their job of trying to collect my order from their warehouse because they never made any real delivery attempt and instead cancelled it by saying they made multiple attempts. Utter waste of my time and money. I don't recommend this experience to anyone.",1.0,A Google user,2026-08-21 13:37:19,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=28e1b043-c43c-4734-9ca6-eb65d146a3a0
Great app,5.0,A Google user,2026-08-21 13:22:12,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=62c8a2c6-624b-4243-8169-8aafe23177ff
very bad customer service,1.0,A Google user,2026-08-21 13:08:55,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=08715f5a-fffd-43cb-ad18-9150a3dcb7c1
best app for shopping,5.0,A Google user,2026-08-21 13:08:20,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=c0667f9a-b208-4bd3-9ae8-afcf73085ce5
Edit - Myntra has definitely improved their logistics and customer support. Keep it up.,5.0,A Google user,2026-08-21 13:07:57,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=fefdac03-1b77-48e9-a3f5-7ec13aea6f16
Best quality shopping app,5.0,A Google user,2026-08-21 13:04:47,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ea8ceb24-537a-40ed-9147-4140407f7714
Extremely poor customer service. Delivered a wrong product and now finding difficulty to exchange,1.0,A Google user,2026-08-21 13:03:03,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f11dc2cf-b19d-4675-a6b6-ff411a334463
wonderfull experience,5.0,A Google user,2026-08-21 12:52:02,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=74718f09-87ad-408d-9cba-5118df4014ad
"The delivery is taking a very long time. The delivery person is not answering the call ,and they are not attending delivery again either.",1.0,A Google user,2026-08-21 12:51:47,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=0b3aca93-8150-4dbe-90e6-2c60e32ee1fb
having low price product,5.0,A Google user,2026-08-21 12:49:23,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=9a75198f-4532-49af-b197-9f3cb223096d
worst delivery service. even after sharing details there is no response why are you email I'd in each comment when you are giving any response,1.0,A Google user,2026-08-21 12:48:38,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a7ddf791-9d70-4fb3-96db-411e7f50364c
i have seen the previous customers with same issue but still ordered trusting myntra and its return policy but guess what i was wrong they are telling me that correct item was delivered but i did not receive the correct brand product only i guess u should start open box delivery only then will u know how 5hey repack the cheap prroducts,1.0,A Google user,2026-08-21 12:48:06,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=0232c779-bf13-456a-bd4c-2d6b0dfa142d
worst exchange process is so bad khud hi cancel ho jata h exchange wala process or exchange portal bhi bnd ho jata h jiske wajah ye log exchange hi nhi krtee had a very bad experience with customer care isse accha toh chota sa app meesho k exchange return policy better h aur help centre toh kissi kaam k nhi,1.0,A Google user,2026-08-21 12:45:58,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=a61104d7-811c-4173-b491-6ecbbd8a9f46
I always enjoy shopping on this app. they have a huge variety of designs of shoes and clothes ...material of all the things was as described. Good pics and right explanations. I find shoppers reviews very useful.,5.0,A Google user,2026-08-21 12:36:35,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=020513dc-8e73-4a34-962b-d33c07a58a0f
"very disappointing experience with myntra. this has happen to me twice now. i returned the products and the app showed that the refund has been processed, but I still haven't received the money in my account and the after waiting ,the refund amount has not been created. facing the same issue twice.. and I call the myntra help centre they was not responding properly.",1.0,A Google user,2026-08-21 12:33:04,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=1f333530-693a-4f25-b9d9-6f7ff6e8cbe4
"getting few items within 2hrs and 1hr is superb, if we have lot more availability for the same day delivery, then it would be more great!!!",5.0,A Google user,2026-08-21 12:28:44,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=ac6c5bde-be22-4cef-a1c0-24bb14028927
quility and fiting is good,5.0,A Google user,2026-08-21 12:28:07,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=8985c088-a08e-4c8b-92e2-0350619875f5
superb delivery and service,5.0,A Google user,2026-08-21 12:20:34,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=af667ddb-4d74-4a59-93d8-beed926e1aad
fantastic purchase,5.0,A Google user,2026-08-21 12:20:26,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=e54b152e-7d42-4a6b-acc0-61e5f4f7ca67
I like using the app,5.0,A Google user,2026-08-21 12:10:32,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=136dc33a-1270-4b7b-9399-9d73e59371bb
Always happy with Myntra product,5.0,A Google user,2026-08-21 12:08:42,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=d323aacd-9cb9-404f-85a6-32a7fe3b8dd3
amazing app i really liked the offers on myntra nice experience,5.0,A Google user,2026-08-21 12:07:30,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=f1302f78-6680-4669-b33e-0e6376aa2f17
Fabric is very soft and much comfortable to wear Ekdum First class Loving it,5.0,A Google user,2026-08-21 12:05:11,https://play.google.com/store/apps/details?id=com.myntra.android&reviewId=fcfe8ac4-f13b-46d8-afa5-dafe38c1fdd5
